subplot_epsilon,ligand_monomer_count,series_label,row_type,point_index,x_raw,x_normalized,y,fit_alpha,fit_nu,M,plot_color_index
15,3,polyligand (N=3),fit,1,2,0.17285714285714285,7.0789903239920235,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,2,3,0.24428571428571427,7.425152608518218,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,3,4,0.3157142857142857,7.642411916867038,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,4,5,0.3871428571428571,7.778558573428776,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,5,6,0.4585714285714285,7.8541851856511595,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,6,7,0.53,7.878501626851683,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,7,8,0.6014285714285714,7.8541851856511595,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,8,9,0.6728571428571429,7.778558573428776,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,9,10,0.7442857142857143,7.642411916867038,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,10,11,0.8157142857142857,7.425152608518218,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,11,12,0.8871428571428571,7.0789903239920235,6.529471492686409,0.574959005,15,2
15,3,polyligand (N=3),fit,12,13,0.9585714285714286,6.457329776018121,6.529471492686409,0.574959005,15,2
15,5,polyligand (N=5),scatter,0,1,0.071428571,5.910058498382568,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,1,2,0.14285714285714285,6.349243164,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,2,3,0.21428571428571427,6.656903266906738,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,3,4,0.2857142857142857,6.936053753,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,4,5,0.35714285714285715,7.122616291046143,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,5,6,0.42857142857142855,7.276461601257324,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,6,7,0.5,7.322269916534424,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,7,8,0.5714285714285714,7.419019699,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,8,9,0.6428571428571429,7.311253547668457,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,9,10,0.7142857142857143,7.202955246,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,10,11,0.7857142857142857,7.010429859161377,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,11,12,0.8571428571428571,6.674508094787598,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,12,13,0.9285714285714286,6.330166816711426,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),scatter,13,14,1,6.027947425842285,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),fit,0,1,0.10142857142857142,6.047676634,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),fit,1,2,0.17285714285714285,6.595165813216132,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),fit,2,3,0.24428571428571427,6.898821442150689,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),fit,3,4,0.3157142857142857,7.088987308762865,6.111360315446066,0.570675359,15,2
15,5,polyligand (N=5),fit,4,5,0.3871428571428571,7.2079977864506795,6.111360315446066,0.570675359,15,2
